id,title,url
ENA3jBAiBYwLxv56e,Snowflake for Startup: Data CTOs Panel,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/ENA3jBAiBYwLxv56e
jcf7NEd4zFJJpJc3u,How Thermomix are Blending Salesforce and Snowflake Beautifully,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/jcf7NEd4zFJJpJc3u
6oKHQfd8M2bwrCrtn,Accelerating Analytics with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/6oKHQfd8M2bwrCrtn
LZmXCwCeFdGtBcBG9,Getting Data Into the Right Hands: Your Business and Your Clients,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/LZmXCwCeFdGtBcBG9
Tf7fagDNS5h7TNYte,High-Performance Architectures for Data Applications,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/Tf7fagDNS5h7TNYte
ZeuJCB6mLgxeccpi9,Data-driven Product and Customer Experiences at Sonos,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/ZeuJCB6mLgxeccpi9
jnRCATouFKBamLZK6,Building Extensible Data Pipelines with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/jnRCATouFKBamLZK6
muexeNdmiQKQP3KnC,Building on Snowflake: Developer’s Chat + Snowflake Labs,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/muexeNdmiQKQP3KnC
u4RekcDZnWshhk6GD,Vix's Journey with Snowflake: Moving Data to the Core of Your Product Architecture,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/u4RekcDZnWshhk6GD
BsXweneotXrpGdPbj,How Dataiku and Snowflake Improved Collaboration at DAZN,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/BsXweneotXrpGdPbj
b2y2zi2vuL3nbXpxx,A Technical Deep Dive on the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/b2y2zi2vuL3nbXpxx
Eo4KBhnK6YCtLeC9A,Talend Drives Data Health for Business Decisions,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/Eo4KBhnK6YCtLeC9A
tjXLBCirhmHCHBtdt,Snowflake for Startups: Emerging Opportunities in Data,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/tjXLBCirhmHCHBtdt
jQoAjax2j3rAazQ5m,The Data Show with Trevor Noah,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/jQoAjax2j3rAazQ5m
6MvKNpG59DJPmmw79,HP + ThoughtSpot: How to Use Search & AI to Unleash the True Value from Snowflake Data,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/6MvKNpG59DJPmmw79
EXpDqSNecR2MHqPhv,Domino's Journey to the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/EXpDqSNecR2MHqPhv
G3jGKiuttqPXvAaqc,Accelerate Your AI and ML Adoption with AWS and Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/G3jGKiuttqPXvAaqc
JLC8XPwfDLa5EaYfd,The Community-Driven Activity Every Snowflake User Should Participate In,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/JLC8XPwfDLa5EaYfd
ZpA2aiYFJApXjLQx2,Driving Data Democratization with Fast Self-service Analytics from Tableau and Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/ZpA2aiYFJApXjLQx2
d8dvPQviRib8rooM5,Ease of Performance: Best Practices Using the Latest Performance Features with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/d8dvPQviRib8rooM5
i8roLabhpjo6AQ8ZG,Building a Tightly Governed Data Cloud with Snowflake and Informatica,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/i8roLabhpjo6AQ8ZG
t4PweFZAqFGQKaTHg,"Embedded Analytics at JAGGAER: Foundational, Advanced and Augmented Analytics",snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/t4PweFZAqFGQKaTHg
saq84nZTCp2cJ53aG,Democratizing AI and Advanced Analytics with Dataiku x Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/saq84nZTCp2cJ53aG
6zu4CJzAodgkfSJEx,Compare Club Uses Fivetran and Snowflake to Automate Marketing Analytics,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/6zu4CJzAodgkfSJEx
3GdK5mmjP7PmpMEdy,Streamlining Data Science with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/3GdK5mmjP7PmpMEdy
4W32J5mFJHLcKD4Wz,KFC Australia’s Datalicious Cloud,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/4W32J5mFJHLcKD4Wz
7G5pfAMBFgadwof6f,Data Drivers: Snowflake's Award Winning Customers,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/7G5pfAMBFgadwof6f
PaJygzwhymjJB7BFa,Enhancing Customer Acquisition and Retention Through the Power of Snowflake Solutions,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/PaJygzwhymjJB7BFa
bHsddWRH23CoKBDAw,Building the Domino’s Pizza Enterprises Limited’s Data Lake on Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/bHsddWRH23CoKBDAw
nb63P4AGL7hsjmKDf,Zero to Trillions,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/nb63P4AGL7hsjmKDf
sLQFvjD773eTYSJqt,Grow your Career with a SnowPro Certification,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/sLQFvjD773eTYSJqt
AFtSK7FdooHWM2WLH,"Leverage the Power of Cloud to Modernize Your Data Platform, and Achieve Your Business Goals Faster",snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/AFtSK7FdooHWM2WLH
yvvTN6WN9hwWyHjJN,Snowflake on Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/yvvTN6WN9hwWyHjJN
GBg6ufqcoQx6tvGyf,Data Evolution: A Progression to the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/GBg6ufqcoQx6tvGyf
Juw5JmMzBWxbhziek,Data Sharing Made Simple,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/Juw5JmMzBWxbhziek
LfhtFFggs5W6ytXmS,Mobilizing Data for Marketing - Transforming the Role of the CMO,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/LfhtFFggs5W6ytXmS
RNRYMxToa8vvWxoj5,Gourmet Data for the Discerning Nerd,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/RNRYMxToa8vvWxoj5
RQQiXFPG85NENnKWD,SAP ERP + Snowflake Cloud Data Platform = Intelligent Enterprise….How to Unlock the Potential,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/RQQiXFPG85NENnKWD
d7ruSgq3o4GxwgqX7,Designing the Perfect Cloud Data Lake with Alation’s Data Catalog,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/d7ruSgq3o4GxwgqX7
eNrfff9GtrSErDbnb,Solving For Agility: Achieving Flexibility and Performance Through Your Cloud Data Platform Migration,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/eNrfff9GtrSErDbnb
uLoJFyQPjiC2gSyJf,Leveraging the Data Cloud to Add New Revenue Streams,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/uLoJFyQPjiC2gSyJf
eT3XJAZcT9Zxz5buv,Data Cloud Catalysts - Women in Tech,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/eT3XJAZcT9Zxz5buv
huKb4o6CbDvxLwiwE,From On-Premises to the Cloud—How Momentum Energy Reduced Costs and Increased Efficiency with a Cloud Data Platform,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/huKb4o6CbDvxLwiwE
AQLWvC6nBBmsfusG3,Modern Data Lake Design Patterns,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/AQLWvC6nBBmsfusG3
KjjWodTs7okrgGqmm,Driving Business Impact through the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/KjjWodTs7okrgGqmm
KmrAFQ7sfnTy9JHQe,Dataiku: Bringing Data Science to Life,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/KmrAFQ7sfnTy9JHQe
WWtrm8WRbB48ejkMw,New Features for Data Governance in Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/WWtrm8WRbB48ejkMw
b8khStJQ5aRYmKfsK,Snowflake Data Superheroes: Origins,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/b8khStJQ5aRYmKfsK
pcZcBD9wgWjBkk3cr,Interview with Vice President of Strategy for Experian’s Marketing Services,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/pcZcBD9wgWjBkk3cr
vqyrPy36eDhm3qfko,Powering Proprietary Models and Platforms with S&P Global Data and Snowflake,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/vqyrPy36eDhm3qfko
JjpTKKBbncNYR5k59,Ecosystems: Powering the Next Generation of Innovation in the Cloud,snowflake.events.cube365.net/snowflake/summit-2020-apac/content/Videos/JjpTKKBbncNYR5k59
Cc8FcqC7FNFPZhSiq,Data Cloud Summit 2020: Preshow,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/Cc8FcqC7FNFPZhSiq
x9FbMgdSvBFvLaNSg,The Rise of the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/x9FbMgdSvBFvLaNSg
upEb59qBj2mhaD2DW,Mobilizing Data at Disney+,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/upEb59qBj2mhaD2DW
QwXb3jftPdX3ECeaQ,What's Next in the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/QwXb3jftPdX3ECeaQ
283F6hRdeTg9ePyhu,Every App Is a Data App!,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/283F6hRdeTg9ePyhu
6NrLPnwmJzaMQKEuy,Logitech - Powering Advanced and Predictive Analytics with the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/6NrLPnwmJzaMQKEuy
8NNx6YLRhMeMpag8h,Continuous Data Pipelines: Foundations and Effective Implementation at Convoy,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/8NNx6YLRhMeMpag8h
AbZR4x6GZ6HbSuwkH,Maximizing Your Superhero Journey,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/AbZR4x6GZ6HbSuwkH
W2z39QjjmiTayTJh5,The Vision of the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/W2z39QjjmiTayTJh5
fvYS85kyyZ9CvxNML,Modernizing Your Supply Chain with Near Real-Time Cloud Analytics,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/fvYS85kyyZ9CvxNML
oQwmFCeM87tcufAkD,Interview with Frank Slootman: A Closer Look at the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/oQwmFCeM87tcufAkD
pNxcqqyQaW6LiohH6,Breaking Down Data Kingdoms for Democratized Analytics,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/pNxcqqyQaW6LiohH6
bpqELdmEFhzbEYWTx,Fireside Chat: Innovating at Allianz Benelux with the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/bpqELdmEFhzbEYWTx
dwDmmsqTmXQyacowP,DataRobot + Snowflake: Retaining Customers and Increasing Business Profits,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/dwDmmsqTmXQyacowP
5qxntX6PaoAtwGfDi,Snowflake for Startup: Data CTOs Panel,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/5qxntX6PaoAtwGfDi
ZvSCzvNjHSWvXAGh3,Tech Titans and the Confluence of the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/ZvSCzvNjHSWvXAGh3
bAFcLABcEPvL4kC3h,HVR + Snowflake: Integrating SAP for Broader Analytics and Decision-Making,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/bAFcLABcEPvL4kC3h
3CyNwAqLjycf95N8P,Joining the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/3CyNwAqLjycf95N8P
4soQSeKFRDpQ9oRga,Getting Data Into the Right Hands: Your Business and Your Clients,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/4soQSeKFRDpQ9oRga
LTHJoiZZvqQojJbGG,Accelerating Analytics with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/LTHJoiZZvqQojJbGG
TuRu2dB7zNccCCpv9,Data-driven Product and Customer Experiences at Sonos,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/TuRu2dB7zNccCCpv9
gut7ezwcCJqQrReeB,Modern Architecture for Data Applications,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/gut7ezwcCJqQrReeB
sTBb9jraw9YgCsnYt,Building Extensible Data Pipelines with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/sTBb9jraw9YgCsnYt
ytrhdbXhrATZrKAfR,Building on Snowflake: Developer’s Chat + Snowflake Labs,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/ytrhdbXhrATZrKAfR
8BJSihvRi54rpkras,A Technical Deep Dive on the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/8BJSihvRi54rpkras
rKpjovfKtQbGjyJ2E,Fivetran + Snowflake: Automating Your Marketing Analytics,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/rKpjovfKtQbGjyJ2E
4fbqrb9Jc6jXFJnSR,Snowflake for Startups: Emerging Opportunities in Data,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/4fbqrb9Jc6jXFJnSR
pR4dae9hxXBEGukwT,Talend Drives Data Health for Business Decisions,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/pR4dae9hxXBEGukwT
i63owbkEmFgAEs9sD,The Data Show with Trevor Noah,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/i63owbkEmFgAEs9sD
2EE8fcQa2yohNfqnx,Domino's Pizza Enterprises Limited's Journey to the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/2EE8fcQa2yohNfqnx
JMfkjMm8TSPrXXdQq,The Community-Driven Activity Every Snowflake User Should Participate In,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/JMfkjMm8TSPrXXdQq
Mw5t8ByECyHN7hGEg,Building a Tightly Governed Data Cloud with Snowflake and Informatica,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/Mw5t8ByECyHN7hGEg
SoJDPMXmtxo3YhwqN,Ease of Performance: Best Practices Using the Latest Performance Features with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/SoJDPMXmtxo3YhwqN
ioq2i9qDCWA2n8zRN,How I Built This,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/ioq2i9qDCWA2n8zRN
oH7fjkNKLXDdmQdy6,HP + ThoughtSpot: How to Use Search & AI to Unleash the True Value from Snowflake Data,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/oH7fjkNKLXDdmQdy6
pNE94SAeETMXby29Q,Conquer Your Data Mountain with Slalom’s Modern Culture of Data Framework,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/pNE94SAeETMXby29Q
qwqk5o4jm5pPjsptP,Accelerate Your AI and ML Adoption with AWS and Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/qwqk5o4jm5pPjsptP
XZs425DZjqwxcXEEW,Democratizing AI and Advanced Analytics with Dataiku x Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/XZs425DZjqwxcXEEW
XCpGE3xWv4WdsBQ5S,Improving Customer Experience and Supplier Transparency with the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/XCpGE3xWv4WdsBQ5S
25q6azhuDWBoFDtD9,Building for Resilience on Snowflake with DTCC,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/25q6azhuDWBoFDtD9
EAsLWcChF8c7BfcfZ,Grow your Career with a SnowPro Certification,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/EAsLWcChF8c7BfcfZ
RGf9R2FmZmkrTyAZd,Going All-In on the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/RGf9R2FmZmkrTyAZd
WeNM9uqiWuYftXAH7,Streamlining Data Science with Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/WeNM9uqiWuYftXAH7
ZQQEDBGmhuAvDKuyd,Building a Scalable Data Lake Using Amazon S3 and Snowflake at Portland General Electric,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/ZQQEDBGmhuAvDKuyd
fYsvGjXTvdrgbkX49,Data Drivers: Snowflake's Award Winning Customers,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/fYsvGjXTvdrgbkX49
wr8TaAigqTjhifTvy,"Embedded Analytics at JAGGAER: Foundational, Advanced and Augmented Analytics",snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/wr8TaAigqTjhifTvy
MRNReXWCgb2YStT6Y,"Harnessing Data to Transform How Medicines Are Developed, Commercialized, and Reimbursed",snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/MRNReXWCgb2YStT6Y
Yjgx733uPXvhCwKwG,Snowflake on Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/Yjgx733uPXvhCwKwG
GKgSgogGdbGFQ8agt,Leveraging the Data Cloud to Add New Revenue Streams,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/GKgSgogGdbGFQ8agt
KmDFPJ4dnwgQYNMGT,Office Depot: Customer 360 and Segmentation,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/KmDFPJ4dnwgQYNMGT
MNi2bSwK2T5io7JBS,How SafeGraph and Snowflake Enabled Volta Charging to Dramatically Increase Partner Visibility,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/MNi2bSwK2T5io7JBS
N2PzFYgCpjSsCfgwg,Data Sharing Made Simple,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/N2PzFYgCpjSsCfgwg
QepayF2Nuk5jbZWtc,Solving For Agility: Achieving Flexibility and Performance Through Your Cloud Data Platform Migration,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/QepayF2Nuk5jbZWtc
RrziB92LpMx9yEmad,Designing the Perfect Cloud Data Lake with Alation’s Data Catalog,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/RrziB92LpMx9yEmad
YzEgBaRZeuZDS6eB8,Data Evolution: A Progression to the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/YzEgBaRZeuZDS6eB8
sKRH9qi8RfPrekCnS,Mobilizing Data for Marketing - Transforming the Role of the CMO,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/sKRH9qi8RfPrekCnS
sNkvHm2JozJY69pf2,Data Cloud Catalysts - Women in Tech,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/sNkvHm2JozJY69pf2
2Xh6vxWxZdWan7aik,A Spreadsheet Experience at Snowflake Scale: Empower Business Teams to Find Their Own Answers,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/2Xh6vxWxZdWan7aik
43XJdqY7SNvkGmaXR,Powering Proprietary Models and Platforms with S&P Global Data and Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/43XJdqY7SNvkGmaXR
76dwGXZfdB5Pe92js,Dataiku: Bringing Data Science to Life,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/76dwGXZfdB5Pe92js
8QTDvMqWNncau88P8,Interview with Vice President of Strategy for Experian’s Marketing Services,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/8QTDvMqWNncau88P8
PddpRKiJ987yFXTY3,Snowflake Data Superheroes: Origins,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/PddpRKiJ987yFXTY3
gpPKKhpHELegP85nY,Driving Business Impact through the Data Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/gpPKKhpHELegP85nY
nqLuSQe7FcnpY2Zde,Modern Data Lake Design Patterns,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/nqLuSQe7FcnpY2Zde
qmPzkrXN45h6BnAMR,New Features for Data Governance in Snowflake,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/qmPzkrXN45h6BnAMR
ZfGcsmfjGzsTZAFtL,Ecosystems: Powering the Next Generation of Innovation in the Cloud,snowflake.events.cube365.net/snowflake/summit-2020/content/Videos/ZfGcsmfjGzsTZAFtL